,gender,age,zodiac_sign,profession,junior_programmer_salary,senior_programmer_salary
7824,Hombre,33,Escorpio,Programador,77000.0,98000.0
7825,Hombre,43,Géminis,Matemático,79000.0,128000.0
7826,Hombre,45,Virgo,Programador,89000.0,98000.0
7827,Hombre,36,Virgo,Programador,73000.0,126000.0
7828,Hombre,35,Acuario,Economista,70000.0,206000.0
7829,Hombre,41,Virgo,Ingeniero,107000.0,193000.0
7830,Hombre,33,Cáncer,Programador,86000.0,109000.0
7831,Hombre,37,Virgo,Matemático,81000.0,201000.0
7832,Hombre,43,Libra,Profesor,85000.0,108000.0
7833,Hombre,40,Cáncer,Programador,96000.0,171000.0
7834,Hombre,46,Virgo,Profesor,59000.0,136000.0
7835,Hombre,39,Acuario,Programador,74000.0,147000.0
7836,Mujer,37,Leo,Profesor,29000.0,98000.0
7837,Mujer,49,Acuario,Profesor,24000.0,50000.0
7838,Hombre,41,Géminis,Programador,69000.0,176000.0
7839,Mujer,40,Géminis,Profesor,16000.0,55000.0
7840,Hombre,41,Capricornio,Profesor,93000.0,110000.0
7841,Mujer,38,Libra,Programador,30000.0,67000.0
7842,Mujer,34,Picis,Ingeniero,20000.0,130000.0
7843,Hombre,40,Cáncer,Programador,64000.0,125000.0
7844,Hombre,37,Virgo,Economista,87000.0,107000.0
7845,Hombre,39,Capricornio,Programador,84000.0,147000.0
7846,Hombre,38,Tauro,Profesor,57000.0,82000.0
7847,Hombre,42,Acuario,Economista,72000.0,157000.0
7848,Hombre,37,Picis,Profesor,78000.0,129000.0
7849,Mujer,31,Virgo,Programador,33000.0,90000.0
7850,Mujer,45,Picis,Programador,19000.0,71000.0
7851,Hombre,45,Libra,Programador,56000.0,139000.0
7852,Hombre,44,Aries,Profesor,72000.0,118000.0
7853,Hombre,33,Cáncer,Ingeniero,62000.0,202000.0
7854,Mujer,44,Acuario,Estudiante,21000.0,77000.0
7855,Hombre,42,Escorpio,Programador,95000.0,80000.0
7856,Hombre,46,Cáncer,Programador,84000.0,127000.0
7857,Prefiero no decirlo,42,Géminis,Ingeniero,31000.0,89000.0
7858,Hombre,36,Géminis,Maestro,43000.0,204000.0
7859,Hombre,36,Sagitario,Programador,86000.0,149000.0
7860,Mujer,36,Escorpio,Programador,31000.0,29000.0
7861,Mujer,51,Aries,Programador,38000.0,86000.0
7862,Mujer,41,Capricornio,Ingeniero,43000.0,96000.0
7863,Hombre,39,Cáncer,Ingeniero,94000.0,143000.0
7864,Prefiero no decirlo,42,Libra,Programador,35000.0,115000.0
7865,Hombre,38,Capricornio,Programador,100000.0,152000.0
7866,Hombre,47,Escorpio,Profesor,97000.0,96000.0
7867,Hombre,44,Libra,Profesor,70000.0,143000.0
7868,Hombre,39,Leo,Profesor,67000.0,74000.0
7869,Mujer,47,Capricornio,Profesor,26000.0,69000.0
7870,Hombre,39,Tauro,Programador,70000.0,114000.0
7871,Mujer,42,Capricornio,Estudiante,49000.0,58000.0
7872,Prefiero no decirlo,42,Leo,Programador,39000.0,73000.0
7873,Mujer,38,Acuario,Estudiante,32000.0,62000.0
7874,Hombre,43,Capricornio,Contador,75000.0,155000.0
7875,Hombre,39,Acuario,Programador,64000.0,117000.0
7876,Mujer,32,Virgo,Profesor,23000.0,113000.0
7877,Hombre,40,Acuario,Profesor,51000.0,129000.0
7878,Mujer,37,Tauro,Profesor,23000.0,69000.0
7879,Mujer,33,Géminis,Programador,21000.0,96000.0
7880,Hombre,45,Picis,Programador,66000.0,151000.0
7881,Mujer,35,Cáncer,Ingeniero,34000.0,82000.0
7882,Mujer,43,Capricornio,Ingeniero,20000.0,126000.0
7883,Hombre,37,Tauro,Ingeniero,91000.0,94000.0
7884,Mujer,39,Libra,Programador,23000.0,70000.0
7885,Hombre,42,Aries,Programador,90000.0,135000.0
7886,Hombre,47,Cáncer,Programador,76000.0,145000.0
7887,Mujer,39,Aries,Físico,50000.0,88000.0
7888,Hombre,36,Sagitario,Estudiante,65000.0,115000.0
7889,Hombre,39,Aries,Programador,63000.0,153000.0
7890,Hombre,46,Sagitario,Profesor,75000.0,57000.0
7891,Hombre,53,Capricornio,Ingeniero,67000.0,127000.0
7892,Mujer,31,Géminis,Ingeniero,48000.0,66000.0
7893,Mujer,36,Capricornio,Matemático,32000.0,139000.0
7894,Hombre,41,Virgo,Programador,61000.0,126000.0
7895,Hombre,31,Leo,Programador,70000.0,127000.0
7896,Prefiero no decirlo,28,Picis,Matemático,32000.0,86000.0
7897,Hombre,39,Leo,Contador,61000.0,97000.0
7898,Hombre,37,Libra,Programador,89000.0,69000.0
7899,Hombre,46,Virgo,Programador,59000.0,146000.0
7900,Hombre,36,Cáncer,Maestro,66000.0,76000.0
7901,Mujer,36,Libra,Profesor,18000.0,110000.0
7902,Mujer,38,Aries,Programador,30000.0,46000.0
7903,Hombre,46,Libra,Estudiante,88000.0,222000.0
7904,Hombre,42,Escorpio,Ingeniero,71000.0,121000.0
7905,Hombre,44,Géminis,Profesor,80000.0,102000.0
7906,Hombre,44,Sagitario,Programador,85000.0,132000.0
7907,Mujer,41,Acuario,Programador,36000.0,77000.0
7908,Mujer,38,Acuario,Ingeniero,23000.0,71000.0
7909,Hombre,32,Libra,Matemático,67000.0,107000.0
7910,Mujer,39,Géminis,Programador,18000.0,79000.0
7911,Hombre,36,Leo,Profesor,81000.0,191000.0
7912,Hombre,39,Capricornio,Programador,86000.0,106000.0
7913,Prefiero no decirlo,47,Leo,Programador,22000.0,88000.0
7914,Hombre,32,Sagitario,Profesor,60000.0,148000.0
7915,Hombre,38,Capricornio,Programador,69000.0,180000.0
7916,Hombre,46,Picis,Ingeniero,72000.0,145000.0
7917,Mujer,40,Sagitario,Profesor,25000.0,88000.0
7918,Hombre,30,Acuario,Programador,82000.0,137000.0
7919,Hombre,42,Leo,Programador,65000.0,174000.0
7920,Mujer,38,Escorpio,Programador,32000.0,57000.0
7921,Hombre,41,Virgo,Profesor,73000.0,169000.0
7922,Mujer,30,Tauro,Estudiante,41000.0,34000.0
7923,Mujer,41,Tauro,Programador,22000.0,127000.0
7924,Hombre,44,Acuario,Ingeniero,50000.0,81000.0
7925,Mujer,42,Leo,Programador,31000.0,135000.0
7926,Hombre,45,Libra,Programador,69000.0,97000.0
7927,Mujer,35,Géminis,Ingeniero,41000.0,72000.0
7928,Hombre,43,Libra,Contador,90000.0,125000.0
7929,Mujer,37,Leo,Ingeniero,23000.0,65000.0
7930,Hombre,39,Aries,Profesor,85000.0,97000.0
7931,Mujer,43,Picis,Programador,20000.0,112000.0
7932,Mujer,39,Virgo,Programador,17000.0,66000.0
7933,Mujer,35,Leo,Programador,20000.0,99000.0
7934,Otro,40,Géminis,Programador,34000.0,93000.0
7935,Mujer,28,Virgo,Matemático,28000.0,68000.0
7936,Mujer,45,Capricornio,Programador,24000.0,68000.0
7937,Hombre,39,Aries,Físico,85000.0,197000.0
7938,Mujer,36,Virgo,Contador,30000.0,97000.0
7939,Mujer,40,Sagitario,Estudiante,23000.0,88000.0
7940,Mujer,45,Leo,Programador,30000.0,76000.0
7941,Hombre,43,Capricornio,Maestro,65000.0,202000.0
7942,Hombre,37,Sagitario,Economista,60000.0,126000.0
7943,Hombre,37,Capricornio,Programador,97000.0,150000.0
7944,Hombre,37,Picis,Programador,62000.0,108000.0
7945,Hombre,42,Cáncer,Contador,81000.0,140000.0
7946,Mujer,35,Libra,Economista,33000.0,90000.0
7947,Prefiero no decirlo,39,Picis,Estudiante,26000.0,61000.0
7948,Hombre,35,Cáncer,Ingeniero,71000.0,123000.0
7949,Mujer,47,Aries,Programador,18000.0,57000.0
7950,Hombre,37,Aries,Programador,74000.0,157000.0
7951,Hombre,37,Géminis,Maestro,83000.0,158000.0
7952,Hombre,38,Cáncer,Ingeniero,76000.0,126000.0
7953,Hombre,35,Capricornio,Programador,114000.0,194000.0
7954,Mujer,39,Sagitario,Ingeniero,22000.0,66000.0
7955,Hombre,46,Cáncer,Ingeniero,69000.0,140000.0
7956,Hombre,41,Picis,Ingeniero,78000.0,145000.0
7957,Hombre,40,Leo,Programador,64000.0,131000.0
7958,Mujer,34,Aries,Programador,24000.0,42000.0
7959,Hombre,44,Libra,Programador,68000.0,141000.0
7960,Hombre,44,Géminis,Profesor,73000.0,99000.0
7961,Hombre,32,Aries,Programador,92000.0,159000.0
7962,Mujer,40,Sagitario,Profesor,39000.0,62000.0
7963,Mujer,44,Leo,Economista,32000.0,53000.0
7964,Hombre,28,Aries,Programador,83000.0,171000.0
7965,Hombre,41,Leo,Profesor,70000.0,151000.0
7966,Prefiero no decirlo,50,Picis,Contador,30000.0,94000.0
7967,Hombre,39,Picis,Programador,78000.0,169000.0
7968,Mujer,44,Libra,Programador,26000.0,74000.0
7969,Hombre,41,Virgo,Ingeniero,64000.0,176000.0
7970,Mujer,39,Aries,Programador,30000.0,55000.0
7971,Hombre,40,Sagitario,Programador,79000.0,179000.0
7972,Hombre,36,Cáncer,Programador,80000.0,63000.0
7973,Hombre,47,Sagitario,Ingeniero,57000.0,135000.0
7974,Mujer,44,Escorpio,Maestro,39000.0,107000.0
7975,Mujer,42,Virgo,Maestro,28000.0,43000.0
7976,Hombre,35,Leo,Programador,65000.0,152000.0
7977,Hombre,41,Aries,Programador,67000.0,130000.0
7978,Mujer,32,Géminis,Contador,18000.0,62000.0
7979,Hombre,42,Virgo,Matemático,94000.0,131000.0
7980,Mujer,33,Acuario,Ingeniero,23000.0,66000.0
7981,Hombre,29,Aries,Programador,59000.0,162000.0
7982,Mujer,36,Leo,Ingeniero,20000.0,80000.0
7983,Hombre,48,Sagitario,Ingeniero,66000.0,156000.0
7984,Hombre,34,Leo,Físico,73000.0,124000.0
7985,Hombre,40,Acuario,Físico,88000.0,173000.0
7986,Hombre,37,Aries,Estudiante,83000.0,93000.0
7987,Hombre,40,Acuario,Ingeniero,68000.0,137000.0
7988,Hombre,45,Picis,Programador,61000.0,158000.0
7989,Hombre,33,Leo,Programador,97000.0,94000.0
7990,Hombre,49,Capricornio,Programador,89000.0,110000.0
7991,Mujer,36,Libra,Físico,21000.0,83000.0
7992,Hombre,37,Cáncer,Ingeniero,61000.0,108000.0
7993,Mujer,39,Virgo,Programador,21000.0,49000.0
7994,Hombre,35,Libra,Maestro,89000.0,147000.0
7995,Hombre,37,Escorpio,Programador,81000.0,178000.0
7996,Hombre,42,Aries,Ingeniero,92000.0,107000.0
7997,Hombre,31,Cáncer,Estudiante,51000.0,115000.0
7998,Hombre,34,Capricornio,Profesor,66000.0,130000.0
7999,Hombre,41,Sagitario,Programador,73000.0,132000.0
8000,Hombre,47,Géminis,Físico,76000.0,101000.0
8001,Hombre,32,Aries,Profesor,84000.0,134000.0
8002,Hombre,53,Libra,Programador,60000.0,133000.0
8003,Mujer,45,Capricornio,Contador,32000.0,97000.0
8004,Mujer,41,Tauro,Maestro,29000.0,34000.0
8005,Hombre,42,Libra,Economista,69000.0,174000.0
8006,Mujer,39,Géminis,Físico,29000.0,59000.0
8007,Mujer,30,Capricornio,Profesor,25000.0,62000.0
8008,Hombre,38,Capricornio,Programador,67000.0,112000.0
8009,Hombre,37,Sagitario,Programador,103000.0,111000.0
8010,Mujer,40,Libra,Maestro,37000.0,58000.0
8011,Hombre,41,Sagitario,Profesor,48000.0,137000.0
8012,Mujer,39,Capricornio,Profesor,16000.0,78000.0
8013,Hombre,40,Libra,Programador,91000.0,158000.0
8014,Hombre,42,Libra,Programador,58000.0,93000.0
8015,Hombre,40,Acuario,Programador,59000.0,140000.0
8016,Hombre,36,Escorpio,Estudiante,73000.0,137000.0
8017,Hombre,51,Virgo,Profesor,52000.0,125000.0
8018,Hombre,43,Libra,Ingeniero,69000.0,146000.0
8019,Hombre,47,Aries,Programador,71000.0,150000.0
8020,Mujer,36,Tauro,Profesor,51000.0,91000.0
8021,Mujer,43,Sagitario,Programador,23000.0,103000.0
8022,Hombre,43,Cáncer,Programador,64000.0,117000.0
8023,Hombre,40,Tauro,Físico,61000.0,161000.0
8024,Prefiero no decirlo,50,Géminis,Ingeniero,28000.0,123000.0
8025,Mujer,37,Acuario,Profesor,15000.0,63000.0
8026,Mujer,38,Aries,Matemático,20000.0,46000.0
8027,Otro,35,Tauro,Programador,30000.0,66000.0
8028,Hombre,42,Virgo,Ingeniero,34000.0,111000.0
8029,Hombre,37,Escorpio,Economista,66000.0,112000.0
8030,Hombre,50,Leo,Programador,59000.0,122000.0
8031,Mujer,44,Escorpio,Programador,24000.0,42000.0
8032,Hombre,37,Cáncer,Programador,69000.0,89000.0
8033,Mujer,37,Cáncer,Profesor,28000.0,38000.0
8034,Hombre,42,Acuario,Físico,72000.0,129000.0
8035,Hombre,38,Cáncer,Estudiante,39000.0,212000.0
8036,Mujer,40,Capricornio,Programador,25000.0,98000.0
8037,Hombre,34,Leo,Programador,62000.0,151000.0
8038,Hombre,44,Sagitario,Economista,67000.0,91000.0
8039,Prefiero no decirlo,35,Libra,Profesor,30000.0,75000.0
8040,Mujer,24,Sagitario,Profesor,18000.0,89000.0
8041,Mujer,44,Aries,Físico,30000.0,58000.0
8042,Hombre,38,Tauro,Programador,50000.0,113000.0
8043,Mujer,46,Tauro,Economista,50000.0,108000.0
8044,Mujer,43,Géminis,Programador,24000.0,74000.0
8045,Hombre,38,Capricornio,Profesor,67000.0,97000.0
8046,Hombre,35,Virgo,Físico,83000.0,155000.0
8047,Mujer,46,Virgo,Matemático,24000.0,59000.0
8048,Mujer,42,Acuario,Ingeniero,30000.0,62000.0
8049,Mujer,39,Capricornio,Ingeniero,15000.0,51000.0
8050,Hombre,42,Leo,Estudiante,85000.0,138000.0
8051,Hombre,48,Cáncer,Programador,74000.0,176000.0
8052,Hombre,35,Escorpio,Programador,58000.0,94000.0
8053,Hombre,34,Géminis,Programador,72000.0,108000.0
8054,Hombre,43,Sagitario,Ingeniero,71000.0,168000.0
8055,Hombre,38,Picis,Programador,67000.0,112000.0
8056,Mujer,45,Capricornio,Programador,26000.0,112000.0
8057,Mujer,41,Acuario,Profesor,42000.0,117000.0
8058,Mujer,43,Escorpio,Programador,20000.0,64000.0
8059,Mujer,36,Leo,Ingeniero,25000.0,76000.0
8060,Mujer,40,Escorpio,Ingeniero,35000.0,56000.0
8061,Mujer,39,Libra,Programador,32000.0,65000.0
8062,Hombre,38,Cáncer,Profesor,75000.0,168000.0
8063,Hombre,42,Leo,Programador,80000.0,176000.0
8064,Mujer,46,Escorpio,Ingeniero,44000.0,66000.0
8065,Hombre,39,Virgo,Ingeniero,52000.0,155000.0
8066,Mujer,39,Géminis,Profesor,30000.0,143000.0
8067,Mujer,52,Escorpio,Ingeniero,28000.0,77000.0
8068,Mujer,41,Sagitario,Profesor,42000.0,124000.0
8069,Hombre,46,Virgo,Programador,89000.0,116000.0
8070,Mujer,39,Picis,Contador,28000.0,59000.0
8071,Hombre,38,Tauro,Físico,84000.0,168000.0
8072,Hombre,45,Picis,Estudiante,60000.0,119000.0
8073,Hombre,39,Libra,Profesor,53000.0,120000.0
8074,Hombre,36,Libra,Programador,85000.0,123000.0
8075,Hombre,42,Leo,Programador,79000.0,163000.0
8076,Hombre,35,Aries,Programador,72000.0,185000.0
8077,Mujer,39,Sagitario,Contador,24000.0,76000.0
8078,Mujer,39,Acuario,Matemático,18000.0,189000.0
8079,Hombre,43,Géminis,Programador,78000.0,147000.0
8080,Mujer,32,Capricornio,Estudiante,28000.0,68000.0
8081,Hombre,41,Virgo,Programador,68000.0,128000.0
8082,Mujer,38,Leo,Ingeniero,29000.0,70000.0
8083,Hombre,37,Sagitario,Profesor,77000.0,99000.0
8084,Mujer,41,Géminis,Programador,24000.0,111000.0
8085,Hombre,44,Escorpio,Maestro,65000.0,160000.0
8086,Hombre,44,Escorpio,Programador,56000.0,130000.0
8087,Hombre,31,Picis,Programador,81000.0,135000.0
8088,Hombre,38,Leo,Programador,73000.0,162000.0
8089,Hombre,45,Tauro,Profesor,70000.0,143000.0
8090,Mujer,42,Capricornio,Programador,22000.0,127000.0
8091,Mujer,45,Virgo,Programador,30000.0,93000.0
8092,Mujer,37,Leo,Programador,27000.0,54000.0
8093,Hombre,40,Sagitario,Ingeniero,96000.0,139000.0
8094,Mujer,44,Escorpio,Programador,40000.0,93000.0
8095,Mujer,40,Leo,Ingeniero,29000.0,209000.0
8096,Hombre,42,Cáncer,Programador,100000.0,122000.0
8097,Hombre,42,Picis,Programador,76000.0,131000.0
8098,Hombre,30,Aries,Ingeniero,71000.0,100000.0
8099,Hombre,40,Leo,Programador,109000.0,127000.0
8100,Hombre,40,Géminis,Ingeniero,73000.0,89000.0
8101,Mujer,43,Escorpio,Programador,29000.0,82000.0
8102,Hombre,40,Géminis,Programador,81000.0,146000.0
8103,Hombre,39,Acuario,Programador,63000.0,140000.0
8104,Hombre,42,Virgo,Maestro,89000.0,140000.0
8105,Hombre,36,Leo,Programador,58000.0,103000.0
8106,Hombre,43,Libra,Estudiante,83000.0,168000.0
8107,Mujer,37,Capricornio,Profesor,32000.0,140000.0
8108,Hombre,42,Géminis,Físico,51000.0,125000.0
8109,Hombre,51,Leo,Programador,118000.0,124000.0
8110,Hombre,35,Virgo,Ingeniero,58000.0,120000.0
8111,Hombre,39,Leo,Economista,59000.0,107000.0
8112,Hombre,32,Cáncer,Programador,83000.0,76000.0
8113,Mujer,37,Capricornio,Profesor,30000.0,70000.0
8114,Mujer,44,Capricornio,Programador,39000.0,70000.0
8115,Hombre,44,Aries,Ingeniero,104000.0,192000.0
8116,Hombre,48,Acuario,Profesor,57000.0,132000.0
8117,Mujer,42,Capricornio,Matemático,19000.0,77000.0
8118,Hombre,42,Aries,Programador,122000.0,154000.0
8119,Mujer,36,Aries,Estudiante,28000.0,62000.0
8120,Hombre,39,Libra,Contador,63000.0,168000.0
8121,Mujer,37,Cáncer,Programador,27000.0,34000.0
8122,Mujer,34,Capricornio,Programador,34000.0,71000.0
8123,Hombre,41,Géminis,Programador,115000.0,172000.0
8124,Mujer,39,Capricornio,Programador,24000.0,84000.0
8125,Hombre,40,Picis,Programador,57000.0,142000.0
8126,Hombre,36,Escorpio,Físico,56000.0,108000.0
8127,Mujer,40,Leo,Programador,24000.0,60000.0
8128,Hombre,32,Tauro,Físico,75000.0,128000.0
8129,Hombre,45,Cáncer,Programador,83000.0,126000.0
8130,Hombre,31,Escorpio,Economista,82000.0,170000.0
8131,Hombre,38,Aries,Físico,70000.0,173000.0
8132,Mujer,42,Escorpio,Físico,24000.0,100000.0
8133,Hombre,40,Escorpio,Ingeniero,65000.0,111000.0
8134,Hombre,31,Leo,Profesor,80000.0,126000.0
8135,Hombre,37,Libra,Economista,71000.0,166000.0
8136,Hombre,32,Aries,Estudiante,124000.0,145000.0
8137,Mujer,41,Picis,Profesor,46000.0,65000.0
8138,Mujer,28,Cáncer,Profesor,25000.0,54000.0
8139,Hombre,38,Picis,Programador,48000.0,110000.0
8140,Hombre,47,Tauro,Programador,96000.0,78000.0
8141,Hombre,36,Géminis,Programador,60000.0,129000.0
8142,Hombre,40,Tauro,Programador,63000.0,109000.0
8143,Hombre,35,Virgo,Programador,77000.0,198000.0
8144,Mujer,36,Acuario,Programador,21000.0,96000.0
8145,Hombre,34,Virgo,Programador,72000.0,128000.0
8146,Hombre,50,Aries,Maestro,58000.0,142000.0
8147,Mujer,47,Picis,Ingeniero,32000.0,71000.0
8148,Hombre,43,Libra,Profesor,92000.0,146000.0
8149,Mujer,39,Acuario,Programador,25000.0,100000.0
8150,Mujer,30,Leo,Ingeniero,28000.0,53000.0
8151,Hombre,35,Escorpio,Estudiante,75000.0,140000.0
8152,Mujer,49,Capricornio,Ingeniero,19000.0,73000.0
8153,Mujer,36,Acuario,Ingeniero,30000.0,74000.0
8154,Hombre,44,Tauro,Ingeniero,58000.0,135000.0
8155,Mujer,35,Acuario,Programador,19000.0,85000.0
8156,Hombre,45,Cáncer,Programador,76000.0,168000.0
8157,Hombre,42,Tauro,Programador,109000.0,90000.0
8158,Mujer,45,Virgo,Programador,17000.0,59000.0
8159,Mujer,38,Virgo,Ingeniero,30000.0,106000.0
8160,Hombre,48,Picis,Programador,80000.0,79000.0
8161,Hombre,39,Géminis,Ingeniero,78000.0,143000.0
8162,Hombre,48,Acuario,Ingeniero,64000.0,153000.0
8163,Prefiero no decirlo,45,Tauro,Programador,35000.0,53000.0
8164,Hombre,38,Libra,Programador,86000.0,111000.0
8165,Hombre,37,Picis,Programador,89000.0,104000.0
8166,Hombre,35,Sagitario,Matemático,72000.0,96000.0
8167,Hombre,44,Picis,Ingeniero,65000.0,255000.0
8168,Mujer,41,Aries,Programador,38000.0,75000.0
8169,Hombre,49,Cáncer,Programador,101000.0,144000.0
8170,Mujer,41,Libra,Ingeniero,19000.0,91000.0
8171,Mujer,45,Libra,Programador,26000.0,60000.0
8172,Hombre,31,Leo,Contador,80000.0,84000.0
8173,Hombre,42,Virgo,Programador,63000.0,132000.0
8174,Hombre,37,Aries,Profesor,73000.0,149000.0
8175,Mujer,46,Acuario,Profesor,24000.0,57000.0
8176,Mujer,43,Acuario,Profesor,31000.0,45000.0
8177,Mujer,39,Virgo,Matemático,19000.0,57000.0
8178,Hombre,42,Libra,Ingeniero,64000.0,187000.0
8179,Hombre,34,Cáncer,Programador,73000.0,139000.0
8180,Hombre,37,Libra,Ingeniero,79000.0,90000.0
8181,Hombre,40,Acuario,Profesor,69000.0,134000.0
8182,Hombre,37,Cáncer,Ingeniero,74000.0,253000.0
8183,Hombre,49,Acuario,Programador,97000.0,128000.0
8184,Mujer,47,Cáncer,Programador,15000.0,62000.0
8185,Prefiero no decirlo,46,Capricornio,Contador,18000.0,72000.0
8186,Hombre,40,Picis,Ingeniero,77000.0,99000.0
8187,Hombre,51,Acuario,Programador,59000.0,108000.0
8188,Hombre,45,Virgo,Físico,52000.0,127000.0
8189,Hombre,43,Escorpio,Programador,86000.0,245000.0
8190,Hombre,39,Sagitario,Estudiante,61000.0,145000.0
8191,Hombre,39,Sagitario,Programador,71000.0,108000.0
8192,Hombre,39,Cáncer,Estudiante,59000.0,98000.0
8193,Mujer,39,Virgo,Programador,41000.0,55000.0
8194,Hombre,37,Aries,Ingeniero,85000.0,173000.0
8195,Hombre,47,Picis,Programador,79000.0,162000.0
8196,Mujer,37,Géminis,Programador,31000.0,77000.0
8197,Hombre,39,Cáncer,Economista,69000.0,113000.0
8198,Mujer,40,Picis,Maestro,22000.0,54000.0
8199,Hombre,42,Cáncer,Programador,76000.0,108000.0
8200,Mujer,43,Capricornio,Programador,13000.0,50000.0
8201,Hombre,41,Escorpio,Matemático,81000.0,89000.0
8202,Hombre,38,Aries,Economista,52000.0,95000.0
8203,Mujer,45,Picis,Ingeniero,27000.0,40000.0
8204,Hombre,34,Libra,Ingeniero,64000.0,169000.0
8205,Hombre,40,Libra,Profesor,99000.0,123000.0
8206,Prefiero no decirlo,32,Tauro,Contador,26000.0,63000.0
8207,Mujer,44,Leo,Programador,33000.0,105000.0
8208,Mujer,39,Sagitario,Programador,26000.0,38000.0
8209,Hombre,40,Picis,Ingeniero,79000.0,154000.0
8210,Mujer,39,Géminis,Matemático,22000.0,76000.0
8211,Hombre,39,Géminis,Profesor,52000.0,93000.0
8212,Hombre,44,Virgo,Programador,91000.0,85000.0
8213,Hombre,48,Sagitario,Físico,80000.0,129000.0
8214,Hombre,38,Picis,Programador,78000.0,115000.0
8215,Hombre,37,Capricornio,Matemático,61000.0,104000.0
8216,Mujer,42,Virgo,Programador,15000.0,84000.0
8217,Mujer,45,Escorpio,Programador,25000.0,75000.0
8218,Hombre,34,Tauro,Ingeniero,92000.0,96000.0
8219,Mujer,38,Libra,Economista,21000.0,91000.0
8220,Hombre,50,Virgo,Ingeniero,83000.0,164000.0
8221,Hombre,40,Leo,Matemático,73000.0,187000.0
8222,Mujer,41,Géminis,Físico,37000.0,80000.0
8223,Otro,31,Géminis,Programador,35000.0,79000.0
8224,Hombre,41,Aries,Contador,71000.0,134000.0
8225,Hombre,42,Géminis,Programador,78000.0,97000.0
8226,Hombre,44,Picis,Profesor,76000.0,124000.0
8227,Mujer,39,Capricornio,Ingeniero,25000.0,71000.0
8228,Hombre,30,Géminis,Maestro,67000.0,142000.0
8229,Mujer,45,Tauro,Programador,25000.0,76000.0
8230,Mujer,36,Capricornio,Programador,15000.0,80000.0
8231,Hombre,41,Picis,Profesor,74000.0,147000.0
8232,Hombre,38,Escorpio,Profesor,85000.0,159000.0
8233,Hombre,45,Escorpio,Programador,69000.0,124000.0
8234,Hombre,37,Tauro,Profesor,72000.0,195000.0
8235,Mujer,44,Libra,Profesor,31000.0,55000.0
8236,Hombre,37,Sagitario,Programador,75000.0,156000.0
8237,Hombre,41,Leo,Matemático,57000.0,157000.0
8238,Hombre,38,Cáncer,Ingeniero,82000.0,85000.0
8239,Hombre,37,Capricornio,Maestro,78000.0,104000.0
8240,Hombre,38,Tauro,Maestro,57000.0,120000.0
8241,Hombre,42,Cáncer,Economista,70000.0,148000.0
8242,Hombre,45,Sagitario,Programador,70000.0,112000.0
8243,Hombre,41,Acuario,Profesor,95000.0,123000.0
8244,Hombre,36,Leo,Programador,78000.0,159000.0
8245,Hombre,43,Virgo,Estudiante,80000.0,174000.0
8246,Hombre,51,Leo,Ingeniero,111000.0,106000.0
8247,Mujer,43,Tauro,Programador,26000.0,76000.0
8248,Mujer,39,Géminis,Ingeniero,23000.0,67000.0
8249,Hombre,39,Escorpio,Ingeniero,60000.0,133000.0
8250,Hombre,44,Cáncer,Ingeniero,87000.0,120000.0
8251,Mujer,44,Tauro,Profesor,29000.0,65000.0
8252,Mujer,38,Sagitario,Programador,18000.0,62000.0
8253,Hombre,40,Picis,Ingeniero,67000.0,123000.0
8254,Hombre,40,Acuario,Programador,83000.0,181000.0
8255,Mujer,44,Sagitario,Profesor,28000.0,85000.0
8256,Mujer,38,Escorpio,Profesor,33000.0,37000.0
8257,Mujer,37,Virgo,Programador,27000.0,137000.0
8258,Hombre,41,Géminis,Contador,74000.0,185000.0
8259,Hombre,38,Virgo,Ingeniero,63000.0,127000.0
8260,Mujer,43,Géminis,Economista,21000.0,57000.0
8261,Hombre,49,Aries,Economista,58000.0,174000.0
8262,Mujer,42,Sagitario,Programador,31000.0,51000.0
8263,Mujer,50,Escorpio,Físico,16000.0,58000.0
8264,Hombre,37,Libra,Estudiante,81000.0,111000.0
8265,Hombre,34,Leo,Matemático,69000.0,119000.0
8266,Hombre,37,Virgo,Programador,92000.0,104000.0
8267,Hombre,39,Leo,Estudiante,74000.0,219000.0
8268,Mujer,35,Cáncer,Ingeniero,52000.0,31000.0
8269,Hombre,36,Cáncer,Ingeniero,52000.0,112000.0
8270,Hombre,48,Tauro,Ingeniero,67000.0,181000.0
8271,Mujer,38,Picis,Programador,35000.0,71000.0
8272,Hombre,46,Capricornio,Programador,111000.0,123000.0
8273,Hombre,36,Aries,Programador,51000.0,107000.0
8274,Mujer,45,Acuario,Ingeniero,18000.0,73000.0
8275,Mujer,40,Libra,Programador,16000.0,68000.0
8276,Prefiero no decirlo,44,Géminis,Programador,39000.0,61000.0
8277,Mujer,41,Sagitario,Ingeniero,28000.0,117000.0
8278,Hombre,46,Géminis,Economista,79000.0,174000.0
8279,Mujer,45,Virgo,Programador,38000.0,105000.0
8280,Mujer,30,Sagitario,Profesor,38000.0,56000.0
8281,Mujer,36,Picis,Programador,15000.0,41000.0
8282,Mujer,36,Tauro,Ingeniero,29000.0,74000.0
8283,Hombre,42,Acuario,Ingeniero,50000.0,138000.0
8284,Prefiero no decirlo,39,Capricornio,Ingeniero,28000.0,125000.0
8285,Mujer,41,Cáncer,Físico,25000.0,35000.0
8286,Hombre,34,Capricornio,Programador,83000.0,176000.0
8287,Hombre,45,Tauro,Profesor,57000.0,129000.0
